Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Total Precipitation (high resolution)  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd]
2015,4,13,0,0,14.45,0,5.35,199.65
2015,4,13,1,0,13.42,0,6.29,193.24
2015,4,13,2,0,12.52,0,6.99,191.89
2015,4,13,3,0,11.52,0,6.73,195.52
2015,4,13,4,0,10.39,0,6.83,198.43
2015,4,13,5,0,9.24,0,8.09,200.85
2015,4,13,6,0,8.37,0,9.69,201.8
2015,4,13,7,0,8.14,0,9.11,198.43
2015,4,13,8,0,9.91,0,5.76,180
2015,4,13,9,0,11.61,0,0.51,225
2015,4,13,10,0,13.23,0,2.52,360
2015,4,13,11,0,15.12,0,3.98,354.81
2015,4,13,12,0,17.04,0,6.38,286.39
2015,4,13,13,0,18.77,0,13.78,289.86
2015,4,13,14,0,18.55,0,8.15,315
2015,4,13,15,0,19.36,0,9.59,304.29
2015,4,13,16,0,19.83,0,11.59,306.16
2015,4,13,17,0,19.89,0,13.55,309.61
2015,4,13,18,0,19.58,0,12.73,315
2015,4,13,19,0,19.22,0,11.68,326.31
2015,4,13,20,0,17.53,0,9.18,334.44
2015,4,13,21,0,16.11,0,7.9,329.93
2015,4,13,22,0,15,0,6.15,339.44
2015,4,13,23,0,13.75,0,3.55,293.96
2015,4,14,0,0,13.06,0,4.38,279.46
2015,4,14,1,0,12.37,0,3.6,270
2015,4,14,2,0,11.75,0,2.97,255.96
2015,4,14,3,0,11.25,0,2.81,230.19
2015,4,14,4,0,10.63,0,3.4,212.01
2015,4,14,5,0,9.92,0,2.74,203.2
2015,4,14,6,0,9.41,0,2.97,194.04
2015,4,14,7,0,9.17,0,3.62,174.29
2015,4,14,8,0,9.65,0,3.22,153.43
2015,4,14,9,0,10.67,0,3.6,90
2015,4,14,10,0,12.28,0,1.8,53.13
2015,4,14,11,0,14.15,0,2.9,352.87
2015,4,14,12,0,15.63,0,4.68,337.38
2015,4,14,13,0,17.02,0,6.83,341.57
2015,4,14,14,0,19.21,0,1.94,338.2
2015,4,14,15,0,19.88,0,1.53,315
2015,4,14,16,0,20.29,0,0.8,296.57
2015,4,14,17,0,20.55,0,1.08,270
2015,4,14,18,0,20.49,0,1.08,90
2015,4,14,19,0,20.01,0,3.26,96.34
2015,4,14,20,0,19.33,0,4.38,99.46
2015,4,14,21,0,18.54,0,7.9,114.23
2015,4,14,22,0,16.31,0,9.18,131.82
2015,4,14,23,0,14.03,0,7.65,138.81
2015,4,15,0,0,12.18,0,6.92,141.34
2015,4,15,1,0,10.97,0,7.15,130.91
2015,4,15,2,0,9.64,0,8.71,128.29
2015,4,15,3,0,9.15,0,9.18,131.82
2015,4,15,4,0,8.76,0,9.45,130.36
2015,4,15,5,0,9,0,9.93,133.53
2015,4,15,6,0,9.19,0,9.42,133.45
2015,4,15,7,0,9.53,0,9.96,130.6
2015,4,15,8,0,9.24,0,10.97,131.01
2015,4,15,9,0,10.97,0,11.44,118.18
2015,4,15,10,0,14.67,0,11.3,112.48
2015,4,15,11,0,17.04,0,1.94,158.2
2015,4,15,12,0,18.95,0,7.52,286.7
2015,4,15,13,0,20.6,0,4.61,308.66
2015,4,15,14,0,23.47,0,9.83,118.44
2015,4,15,15,0,24.02,0,5.09,98.13
2015,4,15,16,0,24.12,0,3.32,40.6
2015,4,15,17,0,23.91,0,3.62,5.71
2015,4,15,18,0,23.64,0,2.9,352.87
2015,4,15,19,0,23,0,2.88,360
2015,4,15,20,0,22.12,0,3.32,40.6
2015,4,15,21,0,21.1,0,2.28,71.57
2015,4,15,22,0,19.65,0,3.56,135
2015,4,15,23,0,18.04,0,6.21,169.99
2015,4,16,0,0,16.79,0,6.12,180
2015,4,16,1,0,15.87,0,5.94,165.96
2015,4,16,2,0,14.89,0,4.2,149.04
2015,4,16,3,0,14.88,0,3.71,119.05
2015,4,16,4,0,14.06,0,3.76,106.7
2015,4,16,5,0,13.09,0,5.76,90
2015,4,16,6,0,12.4,0,9.36,90
2015,4,16,7,0,11,0,9.35,105.64
2015,4,16,8,0,11.15,0,8.23,113.2
2015,4,16,9,0,13.11,0,8.65,106.93
2015,4,16,10,0,15.99,0,6.99,101.89
2015,4,16,11,0,17.95,0,4.38,80.54
2015,4,16,12,0,19.22,0,3.05,45
2015,4,16,13,0,20.45,0,6.03,342.65
2015,4,16,14,0,20.72,0,12.54,320.83
2015,4,16,15,0,21.21,0,15.19,283.71
2015,4,16,16,0,20.01,0,17.32,290.7
2015,4,16,17,0,18.34,0,9.69,338.2
2015,4,16,18,0,17.92,0,5.19,326.31
2015,4,16,19,0,17.26,0.1,3.76,16.7
2015,4,16,20,0,16.23,0.2,4.83,63.43
2015,4,16,21,0,15.37,0.1,11.92,118.89
2015,4,16,22,0,15.08,0,12.57,113.63
2015,4,16,23,0,13.95,0,11.02,128.37
2015,4,17,0,0,12.93,0,9.42,136.55
2015,4,17,1,0,12.26,0,8.67,131.63
2015,4,17,2,0,12.16,0,9.22,128.66
2015,4,17,3,0,12.35,0,8.94,130.1
2015,4,17,4,0,13.48,0,6.99,124.51
2015,4,17,5,0,13.25,0,4.1,127.87
2015,4,17,6,0,12.29,0,4.39,124.99
2015,4,17,7,0,12.56,0,5.8,119.74
2015,4,17,8,0,13.07,0,6.29,113.63
2015,4,17,9,0,14.85,0,7.9,120.07
2015,4,17,10,0,15.94,0,6.76,115.2
2015,4,17,11,0,16.41,0.3,3.05,135
2015,4,17,12,0,16.65,1,2.31,141.34
2015,4,17,13,0,16.72,1.2,2.04,315
2015,4,17,14,0,15.55,1.5,20.16,271.02
2015,4,17,15,0,15.3,1.3,19.81,272.08
2015,4,17,16,0,15.14,1.5,18.84,276.58
2015,4,17,17,0,14.96,1.2,18,281.53
2015,4,17,18,0,14.69,1.3,16.17,281.56
2015,4,17,19,0,14.29,1.5,15.18,292.31
2015,4,17,20,0,12.83,1.6,18.23,350.91
2015,4,17,21,0,11.58,1.7,13.68,324.64
2015,4,17,22,0,11.36,0.8,9.16,315
2015,4,17,23,0,10.6,0.4,8.91,316.64
2015,4,18,0,0,10.37,0.6,10.93,342.76
2015,4,18,1,0,10.08,0.9,15.52,356.01
2015,4,18,2,0,8.96,1.3,15.5,357.34
2015,4,18,3,0,8.9,1.5,10.04,14.53
2015,4,18,4,0,9.02,1.3,9.51,29.48
2015,4,18,5,0,8.47,0.8,8.05,349.7
2015,4,18,6,0,7.96,0.3,8.56,345.38
2015,4,18,7,0,7.52,0,6.95,338.75
2015,4,18,8,0,7.15,0,5.01,338.96
2015,4,18,9,0,8.3,0,4.68,90
2015,4,18,10,0,10.57,0,14.76,90
2015,4,18,11,0,10.91,0,19.8,91.04
2015,4,18,12,0,12.12,0,21.6,90
2015,4,18,13,0,12.01,0,21.32,85.16
2015,4,18,14,0,13.62,0,23.04,90
2015,4,18,15,0,13.96,0,23.42,92.64
2015,4,18,16,0,13.77,0,24.86,92.49
2015,4,18,17,0,13.66,0,24.85,91.66
2015,4,18,18,0,13.23,0,24.93,94.97
2015,4,18,19,0,12.73,0,21.99,87.18
2015,4,18,20,0,11.62,0,19.08,88.92
2015,4,18,21,0,9.57,0,14.26,79.82
2015,4,18,22,0,7.64,0,10.83,74.58
2015,4,18,23,0,6.09,0,8.47,77.74
2015,4,19,0,0,5.13,0,6.99,78.11
2015,4,19,1,0,4.75,0,5.01,68.96
2015,4,19,2,0,4.32,0,2.41,63.43
2015,4,19,3,0,3.56,0,1.08,90
2015,4,19,4,0,2.5,0,1.44,90
2015,4,19,5,0,2.03,0,1.61,116.57
2015,4,19,6,0,2.21,0,2.1,120.96
2015,4,19,7,0,1.97,0,1.84,101.31
2015,4,19,8,0,2.52,0,2.62,74.05
2015,4,19,9,0,6.13,0,8.35,82.57
2015,4,19,10,0,10.6,0,16.56,90
2015,4,19,11,0,11.88,0,20.53,92.01
2015,4,19,12,0,13.61,0,19.8,90
2015,4,19,13,0,15.01,0,17.65,87.66
2015,4,19,14,0,15.92,0,19.52,95.29
2015,4,19,15,0,16.85,0,19.25,97.52
2015,4,19,16,0,17.24,0,18.09,95.71
2015,4,19,17,0,17.44,0,17.02,96.07
2015,4,19,18,0,17.2,0,15.91,95.19
2015,4,19,19,0,16.61,0,13.91,100.44
2015,4,19,20,0,15.3,0,12.85,101.31
2015,4,19,21,0,13.15,0,13.98,101.89
2015,4,19,22,0,11.06,0,12.92,102.87
2015,4,19,23,0,9.03,0,10.63,118.3
2015,4,20,0,0,7.88,0,9.2,120.58
2015,4,20,1,0,6.56,0,7.42,129.09
2015,4,20,2,0,5.55,0,6.92,141.34
2015,4,20,3,0,4.93,0,6.92,141.34
2015,4,20,4,0,4.8,0,6.92,141.34
2015,4,20,5,0,4.99,0,6.49,146.31
2015,4,20,6,0,4.94,0,4.61,141.34
2015,4,20,7,0,4.95,0,4.33,138.37
2015,4,20,8,0,5.61,0,1.48,165.96
2015,4,20,9,0,7.19,0,0.36,360
2015,4,20,10,0,8.96,0,4.33,318.37
2015,4,20,11,0,10.88,0,6.92,321.34
2015,4,20,12,0,13.21,0,8.37,334.54
2015,4,20,13,0,14.8,0,10.39,345.96
2015,4,20,14,0,16.24,0,10.14,343.5
2015,4,20,15,0,17.42,0,7.99,352.23
2015,4,20,16,0,18.1,0,5.05,4.09
2015,4,20,17,0,18.48,0,8.65,2.39
2015,4,20,18,0,18.56,0,13.44,7.7
2015,4,20,19,0,18.06,0,13.05,24.44
2015,4,20,20,0,16.33,0,10.63,28.3
2015,4,20,21,0,14.31,0,9.45,49.64
2015,4,20,22,0,12.58,0,8.89,68.63
2015,4,20,23,0,10.36,0,6.88,96.01
2015,4,21,0,0,9.1,0,5.01,111.04
2015,4,21,1,0,8.8,0,3.6,126.87
2015,4,21,2,0,8.39,0,3.1,125.54
2015,4,21,3,0,7.84,0,3.71,119.05
2015,4,21,4,0,7.27,0,3.55,113.96
2015,4,21,5,0,6.66,0,3.1,125.54
2015,4,21,6,0,6.08,0,3.32,139.4
2015,4,21,7,0,5.85,0,3.08,159.44
2015,4,21,8,0,6.7,0,1.84,258.69
2015,4,21,9,0,8.06,0,1.8,323.13
2015,4,21,10,0,9.8,0,2.88,360
2015,4,21,11,0,12.28,0,4.61,38.66
2015,4,21,12,0,15.83,0,8.09,57.72
2015,4,21,13,0,18.53,0,10.64,66.04
2015,4,21,14,0,18.48,0,3.42,18.43
2015,4,21,15,0,20.14,0,5.8,60.26
2015,4,21,16,0,21.32,0,7.73,62.24
2015,4,21,17,0,21.56,0,7.73,62.24
2015,4,21,18,0,21.31,0,6.62,45
2015,4,21,19,0,20.4,0,5.8,7.13
2015,4,21,20,0,18.4,0,5.94,345.96
2015,4,21,21,0,15.63,0,5.35,340.35
2015,4,21,22,0,13.77,0,1.3,236.31
2015,4,21,23,0,12.9,0,2.74,156.8
2015,4,22,0,0,12.24,0,3.71,119.05
2015,4,22,1,0,11.51,0,6.61,119.36
2015,4,22,2,0,9.25,0,8.5,126.38
2015,4,22,3,0,7.77,0,7.99,125.84
2015,4,22,4,0,7.13,0,6.79,122.01
2015,4,22,5,0,7.09,0,4.68,112.62
2015,4,22,6,0,7.07,0,2.04,135
2015,4,22,7,0,7.14,0,1.44,180
2015,4,22,8,0,7.76,0,2.6,326.31
2015,4,22,9,0,9.61,0,5.32,331.7
2015,4,22,10,0,11.46,0,7.59,328.57
2015,4,22,11,0,13.47,0,10.5,329.04
2015,4,22,12,0,15.56,0,13.04,332.02
2015,4,22,13,0,17.17,0,15.98,337.48
2015,4,22,14,0,19.39,0,17.78,338.63
2015,4,22,15,0,20.02,0,18.56,341.92
2015,4,22,16,0,20.35,0,18.25,345.14
2015,4,22,17,0,20.21,0,17.94,349.59
2015,4,22,18,0,19.67,0,17.37,354.05
2015,4,22,19,0,18.35,0,17.02,353.93
2015,4,22,20,0,16.12,0,14.62,350.07
2015,4,22,21,0,13.74,0,11.62,343.81
2015,4,22,22,0,11.93,0,7.24,333.43
2015,4,22,23,0,10.58,0,3.05,315
2015,4,23,0,0,9.91,0,1.14,161.57
2015,4,23,1,0,9.24,0,2.62,164.05
2015,4,23,2,0,8.79,0,3.88,158.2
2015,4,23,3,0,7.48,0,5.35,132.27
2015,4,23,4,0,5.56,0,5.62,140.19
2015,4,23,5,0,4.85,0,7.2,143.13
2015,4,23,6,0,4.57,0,7.9,133.15
2015,4,23,7,0,4.83,0,8.71,128.29
2015,4,23,8,0,7.25,0,12.4,115.82
2015,4,23,9,0,9.21,0,17.11,112.25
2015,4,23,10,0,11.21,0,17.56,105.46
2015,4,23,11,0,13.06,0,14.47,95.71
2015,4,23,12,0,14.57,0,11.66,81.12
2015,4,23,13,0,15.88,0,7.64,45
2015,4,23,14,0,16.02,0,10.03,338.96
2015,4,23,15,0,16.95,0,11.84,340.46
2015,4,23,16,0,17.49,0,13.45,344.48
2015,4,23,17,0,17.63,0,14.59,344.25
2015,4,23,18,0,17.26,0,14.93,344.62
2015,4,23,19,0,16.52,0,14.49,345.62
2015,4,23,20,0,15.1,0,11.38,341.57
2015,4,23,21,0,13.16,0,8.91,345.96
2015,4,23,22,0,11.61,0,3.26,6.34
2015,4,23,23,0,10.85,0,4.55,161.57
2015,4,24,0,0,11.2,0,10.2,137.86
2015,4,24,1,0,7.81,0,13.04,129.4
2015,4,24,2,0,7.35,0,12.23,132.61
2015,4,24,3,0,7.02,0,12.54,129.17
2015,4,24,4,0,6.72,0,13.83,128.66
2015,4,24,5,0,6.69,0,14.69,126.03
2015,4,24,6,0,6.29,0,15.08,123.31
2015,4,24,7,0,5.35,0,13.48,124.11
2015,4,24,8,0,7.16,0,12.25,114.3
2015,4,24,9,0,9.82,0,12.18,108.97
2015,4,24,10,0,12.79,0,8.05,100.3
2015,4,24,11,0,14.95,0,2.9,82.87
2015,4,24,12,0,16.94,0,3.71,299.05
2015,4,24,13,0,18.53,0,5.15,294.78
2015,4,24,14,0,19.72,0,13.91,280.44
2015,4,24,15,0,20.28,0,13.56,280.71
2015,4,24,16,0,20.51,0,12.85,281.31
2015,4,24,17,0,20.55,0,11.01,281.31
2015,4,24,18,0,20.44,0,9.53,280.89
2015,4,24,19,0,19.87,0,7.17,287.53
2015,4,24,20,0,19.06,0,3.89,303.69
2015,4,24,21,0,18.06,0,0.51,315
2015,4,24,22,0,17.14,0,4.61,128.66
2015,4,24,23,0,15.82,0,7.7,127.41
2015,4,25,0,0,14.18,0,7.42,129.09
2015,4,25,1,0,13.39,0,7.42,129.09
2015,4,25,2,0,12.61,0,7.93,129.47
2015,4,25,3,0,11.67,0,8.16,131.42
2015,4,25,4,0,11.25,0,8.65,135
2015,4,25,5,0,11.6,0,3.89,123.69
2015,4,25,6,0,10.53,0.1,3.71,29.05
2015,4,25,7,0,9.92,1,9.42,96.58
2015,4,25,8,0,11.52,0.3,13.24,112.38
2015,4,25,9,0,13.22,0,4.68,112.62
2015,4,25,10,0,13.81,0,2.55,45
2015,4,25,11,0,16.78,0,6.38,253.61
2015,4,25,12,0,19.05,0.3,15.91,264.81
2015,4,25,13,0,18.82,0.1,18.53,262.18
2015,4,25,14,0,16.81,0.4,8.67,318.37
2015,4,25,15,0,16.68,0.8,11.44,294.15
2015,4,25,16,0,16.28,1.2,11.87,284.04
2015,4,25,17,0,15.71,1.1,4.84,228.01
2015,4,25,18,0,15.6,0.2,13.09,148.5
2015,4,25,19,0,17.09,0.4,16.24,192.8
2015,4,25,20,0,15.5,0.7,12.1,233.47
2015,4,25,21,0,14.67,0.5,6.88,186.01
2015,4,25,22,0,13.76,0.1,7.56,180
2015,4,25,23,0,13.26,0.8,8.31,197.65
2015,4,26,0,0,13.07,0.4,7.29,212.91
2015,4,26,1,0,13.13,0,8.56,247.75
2015,4,26,2,0,12.6,0,8.22,241.19
2015,4,26,3,0,11.81,0,5.69,214.7
2015,4,26,4,0,11.23,0,5.09,171.87
2015,4,26,5,0,11.56,0,6.41,128.16
2015,4,26,6,0,11.99,0,6.92,117.9
2015,4,26,7,0,11.29,0,8.85,116.57
2015,4,26,8,0,12.35,0,11.77,113.43
2015,4,26,9,0,13.96,0,10.97,113.2
2015,4,26,10,0,15.18,0.3,6.73,105.52
2015,4,26,11,0,15.43,1,4.55,341.57
2015,4,26,12,0,15.93,0.9,7.2,323.13
2015,4,26,13,0,15.48,0.8,7.79,326.31
2015,4,26,14,0,18.03,0.1,1.14,108.43
2015,4,26,15,0,18.33,0.2,3.56,135
2015,4,26,16,0,18.14,0.1,0.51,315
2015,4,26,17,0,17.69,0.7,8.5,323.62
2015,4,26,18,0,16.88,0.1,7.75,338.2
2015,4,26,19,0,16.29,0,4.61,51.34
2015,4,26,20,0,15.98,0,5.76,90
2015,4,26,21,0,15.72,0,7.86,105.95
2015,4,26,22,0,15.08,0,8.85,116.57
2015,4,26,23,0,14.45,0,13.05,114.44
2015,4,27,0,0,14.2,0,10.88,124.22
2015,4,27,1,0,13.85,0,8.22,151.19
2015,4,27,2,0,14.04,0,5.45,187.59
2015,4,27,3,0,13.69,0,7.1,210.47
2015,4,27,4,0,12.76,0,2.28,251.57
2015,4,27,5,0,12.34,0.5,5.48,336.8
2015,4,27,6,0,11.45,0.2,2.6,146.31
2015,4,27,7,0,11.53,0,5.86,137.49
2015,4,27,8,0,12.99,0,5.86,137.49
2015,4,27,9,0,14.36,0,3.22,153.43
2015,4,27,10,0,13.98,0.7,7.41,330.95
2015,4,27,11,0,14.37,0.5,6.62,337.62
2015,4,27,12,0,15.28,0.2,9.36,337.38
2015,4,27,13,0,16.77,0.1,11.25,320.19
2015,4,27,14,0,14.94,1.4,1.53,315
2015,4,27,15,0,16.48,1.3,6.15,339.44
2015,4,27,16,0,17.37,1.3,9.69,328.67
2015,4,27,17,0,16.17,1,14.69,329.04
2015,4,27,18,0,16.13,0.7,15.14,331.61
2015,4,27,19,0,15.38,0.4,15.68,328.13
2015,4,27,20,0,14.38,0.1,13.85,332.1
2015,4,27,21,0,13.64,0,10.14,332.53
2015,4,27,22,0,13.28,0.1,11.79,328.74
2015,4,27,23,0,12.7,0.9,13.68,333.43
2015,4,28,0,0,11.1,0.7,23.87,336.91
2015,4,28,1,0,10.03,0.5,22.78,328.57
2015,4,28,2,0,9.24,1.1,24.27,327.72
2015,4,28,3,0,8.83,1.4,26.32,319.99
2015,4,28,4,0,8.68,1.5,24.76,319.13
2015,4,28,5,0,8.42,1.5,22.18,311.71
2015,4,28,6,0,8.18,1.5,19.83,299.36
2015,4,28,7,0,8.37,1.4,17.11,278.47
2015,4,28,8,0,8.85,0.6,18.6,284.57
2015,4,28,9,0,9.39,0,20.14,298.86
2015,4,28,10,0,9.83,0,19.68,309.81
2015,4,28,11,0,10.43,0,19.73,321.67
2015,4,28,12,0,10.97,0,16.49,323.88
2015,4,28,13,0,11.27,0,13.78,310.76
2015,4,28,14,0,11.79,0,13.18,304.99
2015,4,28,15,0,12.3,0,12.03,308.93
2015,4,28,16,0,12.76,0,12.26,310.24
2015,4,28,17,0,13.64,0,14.29,310.91
2015,4,28,18,0,13.55,0,16.49,306.12
2015,4,28,19,0,12.55,0,16.99,306.38
2015,4,28,20,0,11.9,0,11.72,317.49
2015,4,28,21,0,11.16,0,7.97,341.57
2015,4,28,22,0,9.88,0,3.24,360
2015,4,28,23,0,8.36,0,2.97,194.04
2015,4,29,0,0,7.31,0,4.68,180
2015,4,29,1,0,6.74,0,4.55,161.57
2015,4,29,2,0,6.5,0,4.84,138.01
2015,4,29,3,0,6.03,0,5.51,101.31
2015,4,29,4,0,5.11,0,7.7,100.78
2015,4,29,5,0,4.66,0,8.85,116.57
2015,4,29,6,0,4.24,0,6.99,124.51
2015,4,29,7,0,4.21,0,5.35,109.65
2015,4,29,8,0,5.69,0,3.6,90
2015,4,29,9,0,8.05,0,5.94,75.96
2015,4,29,10,0,11.09,0,12.98,93.18
2015,4,29,11,0,12.31,0,13.34,93.09
2015,4,29,12,0,13.65,0,11.18,86.31
2015,4,29,13,0,14.84,0,8.65,73.07
2015,4,29,14,0,15.81,0,14.06,92.94
2015,4,29,15,0,16.59,0,10.8,90
2015,4,29,16,0,17.09,0,5.86,79.38
2015,4,29,17,0,17.27,0,4.38,9.46
2015,4,29,18,0,17.06,0,7.64,351.87
2015,4,29,19,0,16.41,0,9.57,340.2
2015,4,29,20,0,15.52,0,9.22,321.34
2015,4,29,21,0,14.51,0,8.89,301.76
2015,4,29,22,0,13.94,0,7.2,270
2015,4,29,23,0,13.19,0,11.44,257.28
2015,4,30,0,0,12.11,0,12.64,250.02
2015,4,30,1,0,11.23,0,10.38,236.31
2015,4,30,2,0,10.24,0,13.71,246.8
2015,4,30,3,0,9.59,0,11.53,255.53
2015,4,30,4,0,9.12,0,9.83,246.25
2015,4,30,5,0,8.86,0,8.23,246.8
2015,4,30,6,0,8.82,0,7.29,237.09
2015,4,30,7,0,8.74,0,5.63,206.57
2015,4,30,8,0,10.3,0,6.95,248.75
2015,4,30,9,0,12,0,11.17,268.15
2015,4,30,10,0,12.96,0,15.55,264.69
2015,4,30,11,0,13.7,0,16.04,260.96
2015,4,30,12,0,14.37,0,15.58,263.37
2015,4,30,13,0,15.06,0,13.44,262.3
2015,4,30,14,0,15.3,0,16.39,278.84
2015,4,30,15,0,15.36,0,16.7,277.43
2015,4,30,16,0,15.03,0,15.88,273.9
2015,4,30,17,0,15.27,0.1,14.83,275.57
2015,4,30,18,0,15.43,0,11.17,271.85
2015,4,30,19,0,15.14,0,8.37,295.46
2015,4,30,20,0,14.51,0,5.19,303.69
2015,4,30,21,0,13.69,0,7.86,285.95
2015,4,30,22,0,12.86,0.1,7.39,223.03
2015,4,30,23,0,11.71,0.5,6.7,233.75
2015,5,1,0,0,10.73,0.8,7.65,228.81
2015,5,1,1,0,10.34,0.5,5.4,180
2015,5,1,2,0,10.28,0,6.49,123.69
2015,5,1,3,0,10.23,0.4,9.35,105.64
2015,5,1,4,0,9.67,1.6,7.95,95.19
2015,5,1,5,0,9.36,2.5,5.77,86.42
2015,5,1,6,0,9.19,2.3,6.11,45
2015,5,1,7,0,9.19,2.8,4.33,4.76
2015,5,1,8,0,8.92,1.8,10.04,345.47
2015,5,1,9,0,8.08,2.3,5.9,322.43
2015,5,1,10,0,7.52,2.3,5.86,317.49
2015,5,1,11,0,7.8,2.2,2.19,9.46
2015,5,1,12,0,8.1,2.2,8.5,323.62
2015,5,1,13,0,8.79,1.9,9.29,305.54
2015,5,1,14,0,14.73,1,15.65,246.97
2015,5,1,15,0,15.19,1.1,20.01,239.74
2015,5,1,16,0,15.22,1.3,20.14,241.14
2015,5,1,17,0,15.44,1,20.95,241.23
2015,5,1,18,0,15.3,1.5,24.32,244.57
2015,5,1,19,0,14.87,2.4,27.56,250.14
2015,5,1,20,0,14.72,2.8,19.38,234.83
2015,5,1,21,0,14.39,3.6,16.75,244.54
2015,5,1,22,0,14.46,0.8,18.6,255.43
2015,5,1,23,0,13.95,0.2,19.8,268.96
2015,5,2,0,0,13.98,0,19.3,278.58
2015,5,2,1,0,10.68,0.8,19.06,349.11
2015,5,2,2,0,8.94,0.2,11.21,312.4
2015,5,2,3,0,9.15,0,9.42,276.58
2015,5,2,4,0,9.09,0,7.63,289.29
2015,5,2,5,0,9.1,0,5.9,307.57
2015,5,2,6,0,8.98,0,4.1,322.13
2015,5,2,7,0,9.04,0.4,2.52,360
2015,5,2,8,0,9.69,0.1,3.4,32.01
2015,5,2,9,0,9.91,0.2,1.8,360
2015,5,2,10,0,10.61,0.3,0.36,360
2015,5,2,11,0,11.25,0.2,1.44,90
2015,5,2,12,0,12.99,0,2.97,14.04
2015,5,2,13,0,13.95,0,4.07,315
2015,5,2,14,0,15.16,0,12.96,270
2015,5,2,15,0,15.76,0,10.45,268.03
2015,5,2,16,0,16.89,0,6.16,276.71
2015,5,2,17,0,17.17,0,3.32,310.6
2015,5,2,18,0,16.89,0,2.6,303.69
2015,5,2,19,0,16.68,0,1.61,333.43
2015,5,2,20,0,16.24,0,2.55,8.13
2015,5,2,21,0,14.84,0.9,2.28,251.57
2015,5,2,22,0,14.08,1.5,7.99,144.16
2015,5,2,23,0,13.56,0.4,9.83,151.56
2015,5,3,0,0,12.05,0.5,11.44,155.85
2015,5,3,1,0,12.05,0.9,15.07,130.16
2015,5,3,2,0,12.75,1.5,14.99,155.9
2015,5,3,3,0,13.51,1.2,14.49,194.38
2015,5,3,4,0,13.16,1.1,16.14,218.66
2015,5,3,5,0,13.79,0.6,11.3,239.35
2015,5,3,6,0,14.79,0.4,12.1,247.25
2015,5,3,7,0,15.07,0.4,14.24,249.27
2015,5,3,8,0,15.25,0.2,7.75,248.2
2015,5,3,9,0,14.88,0.1,6.41,141.84
2015,5,3,10,0,15.56,0.2,9.18,131.82
2015,5,3,11,0,18.08,0,9.22,231.34
2015,5,3,12,0,19.2,0,19,242.95
2015,5,3,13,0,19.71,0.4,20.33,247.07
2015,5,3,14,0,18.75,0,12.03,218.93
2015,5,3,15,0,21.46,0,6.73,195.52
2015,5,3,16,0,22.28,0.1,14.87,263.05
2015,5,3,17,0,22.23,0,15.08,236.69
2015,5,3,18,0,20.73,0,21.49,211.29
2015,5,3,19,0,19.69,0,19.68,219.81
2015,5,3,20,0,19.32,0.5,10.18,225
2015,5,3,21,0,18.56,0.9,5.99,212.74
2015,5,3,22,0,17.03,1.1,6.88,173.99
2015,5,3,23,0,15.72,1.1,6.11,225
2015,5,4,0,0,15.88,0.4,5.24,164.05
2015,5,4,1,0,15.99,0,6.38,163.61
2015,5,4,2,0,16.45,0,4.69,175.6
2015,5,4,3,0,16.26,0,3.08,249.44
2015,5,4,4,0,16.23,0,4.55,288.43
2015,5,4,5,0,15.99,0,4.45,284.04
2015,5,4,6,0,15.37,0,3.98,264.81
2015,5,4,7,0,15.13,0,6.49,160.56
2015,5,4,8,0,14.71,0.1,9.16,135
2015,5,4,9,0,16.16,0,9.96,130.6
2015,5,4,10,0,17.37,0,9.89,123.11
2015,5,4,11,0,17.02,0.2,7.73,152.24
2015,5,4,12,0,16.84,0.2,9.09,123.69
2015,5,4,13,0,17.11,0.6,15.63,97.94
2015,5,4,14,0,22.02,0,15.5,120.74
2015,5,4,15,0,22.48,0,17.21,127.35
2015,5,4,16,0,22.36,0,15.55,137.82
2015,5,4,17,0,22.33,0.3,13.25,137.2
2015,5,4,18,0,22.28,0,13.32,141.58
2015,5,4,19,0,22.4,0,14.84,129.09
2015,5,4,20,0,21.73,0,14.28,123.69
2015,5,4,21,0,20.06,0,14.4,126.87
2015,5,4,22,0,18.81,0,15.41,127.41
2015,5,4,23,0,18.15,0,17.38,129.96
2015,5,5,0,0,17.82,0,16.92,119.29
2015,5,5,1,0,17.48,0,18.09,132.58
2015,5,5,2,0,15.16,0,16.2,126.87
2015,5,5,3,0,14.73,0,16.98,122.01
2015,5,5,4,0,15.13,0,16.38,123.34
2015,5,5,5,0,16.81,0,13.85,117.9
2015,5,5,6,0,20.06,0,11.53,178.21
2015,5,5,7,0,19.73,0,20.35,193.3
2015,5,5,8,0,20.22,0,18.1,197.35
2015,5,5,9,0,22.86,0,6.61,209.36
2015,5,5,10,0,22.73,0,27.91,210.2
2015,5,5,11,0,23.37,0,17.91,239.83
2015,5,5,12,0,24.11,0,25.21,279.87
2015,5,5,13,0,22.05,0,25.58,267.58
2015,5,5,14,0,22.44,0.1,30.7,274.71
2015,5,5,15,0,21.13,0,24.85,268.34
2015,5,5,16,0,20.93,0,23.41,268.24
2015,5,5,17,0,20.35,0,22.75,274.54
2015,5,5,18,0,20.31,0,22.2,278.39
2015,5,5,19,0,19.31,0,19.65,283.78
2015,5,5,20,0,18.43,0,16.42,285.26
2015,5,5,21,0,17.4,0,11.62,286.19
2015,5,5,22,0,16.56,0,10.83,291.45
